race,credit_score,zipcode,will_default
asian,564,71207,False
white,538,71206,False
white,491,71204,True
hispanic,742,71204,False
white,659,71203,False
asian,633,71202,False
hispanic,694,71205,False
white,647,71203,True
hispanic,527,71204,True
hispanic,805,71202,False
white,716,71204,False
asian,807,71201,False
asian,640,71200,True
white,526,71202,True
white,706,71202,False
hispanic,631,71205,False
white,720,71203,False
hispanic,640,71204,False
white,643,71206,False
hispanic,517,71205,False
hispanic,581,71205,True
asian,828,71206,False
asian,807,71202,False
white,503,71206,True
asian,648,71204,False
white,816,71206,False
hispanic,725,71202,False
asian,580,71201,True
asian,608,71202,False
asian,732,71202,False
white,440,71200,True
white,642,71202,False
asian,635,71206,False
asian,658,71200,False
hispanic,527,71200,True
asian,770,71201,False
asian,595,71201,True
black,431,71204,True
white,714,71202,False
hispanic,528,71205,False
white,818,71203,False
black,323,71205,True
white,604,71205,True
hispanic,625,71202,False
white,439,71203,True
hispanic,394,71202,True
white,809,71204,False
black,400,71206,True
asian,708,71207,False
black,382,71207,True
white,644,71202,False
hispanic,376,71207,True
white,726,71204,False
white,542,71202,False
asian,757,71204,False
white,739,71201,False
white,730,71203,False
asian,682,71203,True
asian,721,71206,False
asian,614,71206,True
white,688,71207,False
asian,675,71201,False
white,660,71204,False
hispanic,587,71204,True
white,320,71202,True
hispanic,810,71200,False
hispanic,558,71204,True
asian,715,71205,False
asian,590,71206,False
black,437,71207,True
hispanic,847,71204,False
hispanic,646,71206,False
asian,764,71200,False
white,692,71202,False
white,663,71203,False
black,640,71206,False
asian,661,71200,True
hispanic,655,71206,False
black,442,71207,False
white,759,71203,True
white,646,71202,False
asian,640,71200,False
hispanic,762,71202,False
black,305,71205,True
white,658,71202,True
white,500,71203,True
white,616,71207,False
white,629,71204,False
black,510,71207,False
black,781,71200,False
hispanic,702,71204,False
white,320,71202,True
white,662,71201,False
hispanic,662,71205,False
hispanic,323,71204,True
asian,774,71200,False
white,827,71202,False
white,721,71203,False
hispanic,849,71206,False
asian,601,71205,False
hispanic,723,71204,False
black,716,71200,False
hispanic,585,71205,True
white,796,71206,False
black,525,71206,True
white,840,71205,False
hispanic,428,71204,True
black,609,71203,True
asian,340,71206,True
hispanic,544,71206,True
hispanic,587,71204,True
asian,606,71202,False
hispanic,755,71202,False
white,560,71205,True
white,779,71203,False
white,708,71202,False
black,611,71204,True
hispanic,539,71206,False
black,784,71207,False
black,624,71205,False
white,846,71202,False
hispanic,510,71205,True
white,584,71203,False
white,747,71203,False
white,671,71200,False
black,607,71206,True
asian,701,71202,False
asian,599,71201,True
asian,637,71200,True
white,536,71202,True
black,423,71201,True
white,678,71203,True
hispanic,421,71205,True
asian,849,71200,False
asian,631,71206,False
asian,831,71202,False
black,470,71205,True
white,640,71202,False
white,745,71204,False
asian,522,71206,False
white,460,71201,True
white,582,71202,False
black,514,71206,True
hispanic,694,71204,False
white,646,71206,False
white,367,71201,True
black,392,71206,True
hispanic,561,71203,True
hispanic,841,71204,False
black,514,71206,True
asian,715,71202,False
white,385,71207,True
asian,690,71201,False
white,548,71203,False
black,563,71207,True
white,545,71206,False
white,649,71206,False
white,795,71202,False
white,534,71205,False
asian,643,71200,False
asian,838,71201,False
asian,577,71204,False
hispanic,754,71202,False
white,532,71202,False
black,546,71207,True
black,363,71207,True
asian,658,71201,False
hispanic,651,71204,False
white,662,71201,False
white,587,71202,False
black,329,71200,False
black,618,71207,True
asian,647,71201,True
asian,612,71207,True
hispanic,750,71206,False
asian,567,71201,True
asian,626,71200,False
hispanic,489,71205,False
asian,673,71206,False
black,671,71206,False
asian,616,71204,False
black,543,71207,False
hispanic,750,71205,True
hispanic,559,71205,True
white,650,71203,False
white,697,71202,False
white,605,71203,False
hispanic,807,71200,False
black,521,71204,True
hispanic,586,71207,False
white,766,71206,False
asian,548,71200,False
hispanic,724,71202,False
hispanic,547,71204,True
white,670,71203,False
black,348,71201,True
asian,728,71200,False
white,721,71203,True
white,700,71200,False
black,680,71207,False
hispanic,580,71204,True
hispanic,795,71202,False
hispanic,655,71204,False
hispanic,355,71205,True
black,661,71207,True
hispanic,505,71200,False
white,535,71202,False
white,537,71202,True
white,674,71202,False
white,453,71206,False
hispanic,762,71205,False
white,582,71201,True
hispanic,517,71201,True
black,721,71200,False
hispanic,480,71205,True
hispanic,303,71205,True
white,695,71200,False
hispanic,639,71204,True
asian,716,71207,False
black,592,71205,True
hispanic,607,71207,True
asian,716,71203,False
hispanic,443,71205,True
asian,675,71201,True
asian,739,71200,False
white,672,71202,False
black,416,71204,False
asian,720,71200,False
hispanic,728,71200,False
asian,609,71206,False
asian,384,71204,True
asian,703,71200,False
asian,753,71200,False
hispanic,433,71202,True
black,526,71200,False
hispanic,548,71207,False
hispanic,785,71205,False
hispanic,721,71200,False
white,814,71203,False
hispanic,324,71203,True
hispanic,435,71205,True
asian,774,71201,False
white,758,71201,False
white,440,71203,True
hispanic,620,71203,True
white,568,71202,True
white,729,71203,False
black,324,71201,True
white,564,71207,True
hispanic,763,71205,False
black,390,71205,True
hispanic,458,71206,True
black,707,71200,False
hispanic,376,71203,True
hispanic,636,71204,True
hispanic,511,71203,True
asian,745,71206,False
black,410,71202,True
hispanic,769,71204,False
black,695,71202,False
white,719,71205,True
white,478,71203,True
white,773,71206,False
black,326,71206,True
white,629,71202,False
white,642,71203,True
white,724,71202,False
white,572,71204,True
black,515,71206,True
white,845,71200,False
hispanic,741,71205,False
black,494,71206,True
hispanic,543,71206,False
asian,735,71200,False
hispanic,394,71205,True
white,694,71203,False
hispanic,357,71206,True
white,401,71200,True
asian,566,71203,False
white,770,71203,False
white,625,71202,True
white,638,71203,False
white,643,71203,True
asian,406,71202,True
white,390,71200,True
asian,597,71207,True
white,713,71203,False
hispanic,679,71203,False
black,491,71205,False
white,548,71202,True
white,602,71202,True
white,610,71202,False
white,632,71201,False
white,629,71202,False
white,382,71204,True
asian,762,71200,True
white,623,71207,True
white,647,71202,False
asian,810,71204,False
white,382,71201,True
black,330,71204,True
black,389,71205,False
white,764,71204,False
hispanic,333,71205,True
asian,503,71203,True
white,634,71206,False
white,794,71202,False
hispanic,601,71203,True
white,716,71204,False
hispanic,524,71207,False
white,689,71203,False
white,405,71207,True
asian,814,71200,False
white,552,71203,False
asian,785,71200,False
hispanic,698,71204,False
asian,640,71201,False
white,495,71206,False
white,460,71203,True
white,694,71203,False
black,677,71204,False
hispanic,473,71204,True
white,788,71204,False
hispanic,532,71207,True
white,826,71200,False
asian,396,71204,False
white,325,71205,True
asian,761,71205,False
white,820,71202,False
asian,740,71204,False
white,831,71202,False
white,714,71206,False
hispanic,344,71203,True
black,488,71206,True
white,590,71206,False
hispanic,547,71204,True
hispanic,690,71200,False
asian,709,71200,False
hispanic,438,71204,True
hispanic,533,71204,False
white,512,71201,True
white,672,71205,False
white,799,71200,False
asian,790,71201,False
asian,740,71200,False
asian,850,71201,False
hispanic,483,71201,True
hispanic,394,71202,True
black,305,71207,True
hispanic,603,71207,True
hispanic,592,71204,False
white,757,71203,False
white,629,71201,True
asian,327,71207,True
asian,800,71204,False
black,440,71204,True
white,732,71206,False
hispanic,618,71204,True
asian,763,71201,False
asian,481,71200,True
white,713,71206,False
black,487,71201,True
white,806,71200,False
white,822,71201,False
hispanic,526,71204,False
asian,589,71201,False
black,692,71204,False
asian,620,71201,True
white,545,71202,True
asian,788,71200,False
asian,781,71201,False
black,558,71207,False
black,493,71204,True
black,338,71205,True
white,689,71205,False
asian,764,71202,False
black,343,71207,True
white,757,71200,False
asian,789,71202,False
asian,590,71200,False
white,609,71205,True
white,581,71200,False
asian,783,71201,False
black,730,71207,False
asian,688,71202,False
hispanic,532,71201,True
asian,630,71201,False
white,751,71202,False
asian,510,71207,True
white,403,71200,True
white,637,71203,False
black,469,71206,False
hispanic,643,71203,True
white,621,71201,False
black,342,71201,True
black,667,71204,False
hispanic,415,71204,True
white,842,71202,False
white,658,71202,False
hispanic,355,71204,True
white,591,71201,False
hispanic,399,71204,True
asian,322,71201,True
white,800,71203,False
white,601,71202,False
white,547,71201,False
asian,726,71204,False
asian,715,71202,False
hispanic,761,71204,False
white,684,71202,False
hispanic,720,71202,False
asian,496,71200,False
asian,555,71200,False
black,322,71207,True
hispanic,681,71207,False
white,686,71204,False
white,604,71202,False
black,569,71207,True
asian,630,71206,False
black,373,71207,True
asian,602,71207,False
black,363,71205,True
white,799,71201,False
white,670,71202,True
white,738,71203,False
hispanic,330,71204,False
white,668,71200,False
asian,834,71200,False
asian,752,71200,False
asian,813,71207,False
white,612,71202,False
hispanic,303,71203,True
hispanic,636,71202,False
black,499,71205,True
black,758,71206,False
white,485,71203,True
hispanic,624,71205,True
black,385,71207,True
hispanic,661,71206,False
white,822,71206,False
white,748,71203,False
asian,532,71207,True
black,488,71202,True
black,491,71206,True
asian,552,71202,False
black,431,71207,True
white,713,71202,False
asian,787,71200,False
asian,526,71200,False
hispanic,581,71201,True
white,634,71205,True
asian,842,71201,False
asian,352,71200,True
hispanic,597,71200,False
hispanic,442,71204,True
white,331,71202,False
white,646,71204,False
asian,556,71201,False
asian,509,71201,False
white,705,71204,False
white,525,71204,False
white,763,71202,False
white,605,71206,False
asian,758,71206,False
black,396,71206,True
black,301,71204,True
asian,431,71203,True
hispanic,577,71204,False
asian,675,71207,False
hispanic,442,71207,True
asian,598,71205,False
asian,729,71204,False
hispanic,630,71200,False
hispanic,403,71205,True
black,569,71205,True
white,714,71206,False
white,424,71207,True
black,690,71200,False
white,830,71202,False
asian,704,71201,False
white,770,71201,False
asian,588,71201,True
asian,618,71202,False
white,768,71202,False
white,844,71203,False
hispanic,569,71205,True
asian,452,71200,False
asian,798,71203,True
asian,574,71201,True
white,511,71202,True
black,618,71204,False
asian,565,71204,False
white,537,71206,False
asian,775,71202,False
asian,823,71201,False
black,541,71205,True
hispanic,806,71205,False
asian,818,71200,False
hispanic,684,71207,False
white,457,71202,True
asian,792,71200,False
white,695,71200,False
white,675,71203,False
white,815,71207,False
white,641,71207,True
black,742,71201,False
white,702,71202,False
black,417,71205,True
white,799,71202,False
hispanic,524,71207,False
hispanic,568,71204,False
asian,834,71202,False
white,483,71200,False
asian,694,71200,False
hispanic,805,71200,False
asian,728,71202,False
asian,569,71204,False
black,405,71205,True
asian,604,71202,False
hispanic,629,71207,True
black,566,71205,True
white,816,71203,False
asian,779,71206,False
white,704,71202,False
asian,535,71201,False
white,727,71201,True
white,458,71200,False
white,503,71203,True
black,537,71200,False
white,484,71203,False
white,589,71207,True
black,631,71206,False
white,831,71207,True
white,419,71202,True
white,776,71203,False
white,675,71202,False
black,663,71206,False
asian,650,71201,False
white,655,71202,False
hispanic,373,71204,True
black,516,71207,True
white,358,71201,True
asian,586,71203,True
white,613,71200,True
hispanic,613,71204,True
white,806,71206,False
asian,683,71200,False
asian,603,71206,True
hispanic,560,71205,True
hispanic,528,71202,False
black,677,71206,False
black,420,71204,True
asian,642,71206,False
hispanic,599,71201,True
white,641,71202,True
black,514,71207,True
hispanic,759,71206,False
hispanic,423,71204,True
white,584,71202,False
white,631,71202,False
white,806,71200,False
hispanic,502,71204,True
black,594,71206,False
white,699,71205,False
white,455,71207,False
asian,769,71200,False
asian,720,71207,False
white,761,71202,False
black,522,71203,True
asian,709,71206,False
asian,584,71203,False
hispanic,365,71205,True
white,625,71203,True
white,636,71205,True
black,585,71200,False
asian,459,71201,False
white,764,71206,False
asian,752,71201,True
white,764,71204,False
white,812,71203,False
hispanic,590,71205,True
white,666,71202,False
black,691,71205,False
white,745,71200,True
white,829,71207,False
asian,776,71204,False
white,724,71200,False
asian,719,71201,False
asian,654,71206,True
white,656,71207,False
asian,456,71207,False
white,320,71200,True
hispanic,370,71207,True
black,418,71206,True
asian,634,71203,False
hispanic,420,71206,True
black,520,71206,False
white,666,71203,True
asian,301,71200,True
white,671,71203,False
black,817,71203,False
white,827,71201,False
white,720,71204,True
asian,817,71200,False
hispanic,566,71207,True
hispanic,474,71205,True
asian,745,71201,False
white,506,71206,False
black,557,71207,False
white,435,71202,True
white,484,71200,False
black,631,71206,True
hispanic,721,71202,False
white,623,71202,False
white,620,71203,False
white,425,71205,True
asian,604,71200,False
white,702,71206,False
black,310,71206,True
asian,612,71202,False
hispanic,834,71205,False
asian,669,71202,False
white,305,71201,True
black,471,71207,True
hispanic,362,71201,True
asian,603,71200,True
white,691,71204,False
hispanic,647,71204,False
white,368,71201,True
white,447,71205,True
white,602,71202,False
white,641,71203,True
white,832,71206,False
white,639,71200,False
black,405,71207,True
hispanic,685,71206,False
white,713,71202,False
hispanic,680,71204,False
asian,509,71206,False
asian,475,71205,True
black,613,71207,True
asian,786,71205,False
white,702,71205,False
hispanic,515,71205,False
hispanic,325,71204,True
hispanic,538,71207,True
white,733,71202,True
hispanic,548,71205,True
white,708,71202,False
hispanic,574,71206,False
white,703,71203,False
asian,812,71201,False
white,533,71200,False
black,587,71204,False
white,624,71203,False
black,619,71207,False
white,750,71203,False
white,447,71202,False
asian,753,71200,False
black,396,71205,True
white,473,71206,False
white,714,71203,True
hispanic,345,71204,True
black,580,71204,True
asian,646,71202,False
black,697,71206,False
white,708,71203,False
hispanic,537,71200,False
asian,744,71207,True
black,698,71206,True
asian,706,71201,False
black,596,71200,False
black,629,71202,False
asian,561,71200,False
black,560,71204,False
asian,681,71202,False
white,633,71203,False
asian,709,71201,False
white,638,71203,False
asian,689,71201,False
black,761,71206,False
white,545,71203,True
black,405,71204,False
black,654,71205,False
asian,728,71205,False
asian,817,71204,False
black,407,71201,True
hispanic,485,71204,True
white,304,71201,True
white,783,71200,False
white,409,71203,True
white,728,71203,False
asian,743,71206,False
white,747,71203,False
asian,764,71200,False
hispanic,593,71202,False
hispanic,436,71205,True
white,449,71203,True
black,446,71203,True
asian,502,71201,True
asian,607,71200,False
white,548,71202,True
white,670,71206,False
hispanic,335,71205,True
hispanic,497,71201,True
hispanic,312,71204,True
hispanic,464,71205,True
black,425,71207,True
hispanic,563,71205,True
white,481,71202,False
white,649,71202,False
white,644,71202,False
asian,601,71204,True
black,513,71200,False
hispanic,795,71204,False
black,386,71207,True
white,663,71203,False
hispanic,479,71201,True
white,666,71200,False
white,822,71204,False
asian,647,71200,False
white,667,71200,False
asian,428,71201,True
black,562,71207,False
white,833,71203,False
hispanic,592,71204,True
white,710,71206,False
white,653,71202,False
asian,539,71206,False
white,606,71203,True
white,483,71202,True
hispanic,312,71207,True
white,410,71203,True
white,545,71202,False
white,822,71206,False
asian,694,71201,True
black,447,71200,False
white,389,71200,True
white,671,71203,False
hispanic,379,71207,True
hispanic,498,71203,True
white,447,71202,True
hispanic,713,71204,False
white,783,71204,False
black,497,71201,True
black,464,71204,True
asian,451,71204,False
hispanic,499,71203,True
asian,725,71200,False
asian,319,71201,True
asian,563,71205,False
asian,822,71204,False
white,695,71204,False
white,435,71203,True
hispanic,303,71205,True
asian,587,71207,True
white,779,71202,False
asian,727,71200,False
asian,750,71200,False
white,699,71202,False
white,739,71204,False
white,714,71203,False
asian,615,71207,False
white,650,71202,True
hispanic,591,71206,False
hispanic,351,71205,True
white,658,71204,False
black,505,71205,True
white,763,71202,False
black,506,71206,True
asian,746,71204,False
white,532,71202,False
black,327,71205,True
asian,770,71201,False
white,665,71203,False
hispanic,846,71204,False
black,731,71204,False
asian,580,71200,False
white,747,71203,True
white,675,71204,False
white,704,71204,False
asian,586,71205,False
white,610,71203,True
white,825,71202,False
hispanic,393,71201,True
white,318,71201,True
hispanic,613,71202,False
hispanic,314,71204,True
asian,464,71204,True
black,567,71206,False
asian,732,71200,False
asian,409,71207,True
white,748,71202,False
white,503,71201,True
hispanic,689,71202,True
asian,720,71204,False
asian,741,71200,False
black,331,71206,True
hispanic,750,71206,False
black,512,71201,True
white,531,71202,False
asian,691,71201,False
white,707,71205,False
asian,447,71200,False
white,662,71201,True
asian,624,71202,False
white,530,71202,False
asian,614,71206,False
white,606,71206,False
white,767,71203,False
white,839,71204,False
black,359,71205,True
black,684,71202,False
asian,661,71201,True
hispanic,566,71205,False
asian,772,71201,False
asian,574,71200,False
hispanic,743,71204,False
hispanic,795,71204,False
black,514,71206,True
asian,684,71204,False
black,613,71206,False
white,806,71200,False
white,356,71202,True
white,739,71204,False
asian,608,71202,False
white,720,71202,False
black,443,71206,True
asian,702,71202,False
hispanic,528,71204,True
hispanic,720,71200,False
white,737,71202,False
asian,580,71206,False
asian,590,71202,False
hispanic,548,71205,True
hispanic,368,71207,True
white,785,71202,False
asian,584,71202,False
asian,821,71202,False
white,826,71202,False
asian,479,71201,True
white,609,71200,False
hispanic,328,71204,True
black,408,71200,False
hispanic,575,71205,True
white,726,71202,False
asian,351,71206,True
black,403,71206,True
hispanic,446,71207,True
white,831,71202,False
hispanic,370,71205,True
white,391,71200,True
white,685,71202,False
black,662,71206,True
asian,712,71202,False
asian,777,71206,False
hispanic,567,71204,False
hispanic,495,71203,True
hispanic,526,71207,True
asian,555,71206,False
black,495,71202,False
white,493,71202,True
hispanic,799,71206,False
white,737,71200,False
hispanic,682,71206,False
black,336,71206,True
asian,674,71202,False
white,441,71201,True
black,721,71200,False
hispanic,718,71205,False
white,622,71200,False
hispanic,353,71206,True
hispanic,810,71204,False
hispanic,816,71200,False
hispanic,463,71202,False
white,779,71203,False
black,398,71202,False
white,542,71201,True
black,591,71205,True
white,818,71202,False
white,581,71206,False
hispanic,478,71205,False
white,761,71204,False
white,677,71200,False
black,556,71202,True
white,738,71201,False
white,648,71200,True
white,531,71202,False
white,716,71204,False
hispanic,646,71204,True
asian,715,71201,False
white,685,71205,True
asian,579,71200,True
hispanic,668,71201,False
asian,597,71200,False
white,589,71203,False
black,674,71205,False
white,825,71202,False
black,645,71206,False
black,515,71206,True
hispanic,304,71204,True
hispanic,719,71204,False
white,792,71202,False
asian,508,71204,False
black,670,71206,False
hispanic,518,71202,True
black,331,71205,True
white,642,71207,False
asian,814,71200,False
white,457,71200,True
hispanic,557,71202,False
black,604,71207,True
white,811,71203,True
white,663,71203,False
black,748,71207,True
hispanic,721,71205,True
black,498,71206,True
asian,633,71201,False
hispanic,732,71207,False
asian,725,71200,False
asian,656,71200,False
white,751,71202,False
white,603,71202,False
white,682,71202,False
hispanic,395,71204,True
white,381,71202,True
white,569,71203,False
white,843,71206,False
asian,319,71200,True
hispanic,445,71206,False
white,797,71202,False
hispanic,763,71200,False
hispanic,805,71205,False
white,631,71200,False
black,514,71201,True
white,596,71202,False
black,525,71201,False
asian,808,71205,False
hispanic,399,71204,True
asian,812,71201,False
white,715,71204,False
black,758,71206,True
white,689,71203,False
asian,724,71200,False
asian,656,71201,False
asian,784,71204,False
white,691,71203,False
asian,710,71200,False
hispanic,365,71206,True
white,763,71202,False
asian,347,71200,True
white,711,71200,False
white,356,71202,True
white,400,71201,True
white,627,71206,True
asian,720,71205,False
black,344,71204,True
black,773,71207,False
hispanic,586,71204,True
white,747,71204,False
black,503,71206,True
asian,627,71202,False
asian,671,71202,False
white,529,71202,False
white,424,71203,True
asian,312,71203,True
white,495,71204,True
white,747,71201,False
hispanic,510,71206,False
asian,691,71200,True
hispanic,470,71204,True
hispanic,723,71201,True
white,676,71203,False
white,749,71205,False
hispanic,586,71205,True
black,486,71207,True
black,341,71200,True
asian,736,71201,False
white,661,71206,False
white,742,71206,False
asian,606,71201,True
white,333,71201,True
white,603,71202,False
white,789,71204,False
asian,769,71204,False
asian,684,71206,False
hispanic,500,71202,True
black,786,71206,False
white,631,71207,True
hispanic,554,71204,True
asian,545,71201,False
white,703,71202,False
white,795,71202,False
asian,728,71202,False
asian,689,71200,False
white,517,71200,True
white,364,71201,True
hispanic,540,71204,True
white,627,71202,False
white,441,71205,True
hispanic,572,71204,True
hispanic,677,71202,False
white,740,71203,False
white,788,71201,False
white,644,71203,False
hispanic,779,71206,False
white,803,71203,False
hispanic,562,71206,True
asian,792,71202,False
white,640,71202,False
white,619,71202,False
asian,480,71200,False
black,443,71205,True
black,639,71200,False
black,364,71206,True
black,528,71206,False
white,798,71203,False
hispanic,331,71204,False
white,312,71203,True
hispanic,765,71205,False
black,426,71205,True
white,662,71202,False
asian,544,71200,True
white,335,71202,True
white,790,71203,True
black,476,71207,True
asian,383,71201,True
hispanic,623,71204,False
hispanic,802,71204,False
white,793,71200,False
black,353,71207,True
black,757,71207,True
black,341,71207,True
black,476,71204,True
hispanic,537,71205,True
white,671,71202,False
hispanic,690,71206,False
asian,750,71203,False
white,687,71204,False
white,634,71204,False
white,666,71205,True
white,717,71204,False
white,720,71202,False
white,613,71206,True
white,775,71203,False
hispanic,535,71204,False
hispanic,701,71202,False
black,501,71207,True
black,348,71206,False
asian,609,71201,False
white,686,71202,False
asian,567,71204,False
black,312,71206,True
hispanic,617,71202,False
white,672,71203,False
black,468,71205,True
white,483,71203,False
asian,758,71202,False
white,589,71203,False
black,377,71206,True
white,436,71202,True
white,712,71203,False
white,635,71202,False
hispanic,536,71205,True
hispanic,403,71204,True
asian,791,71201,False
hispanic,618,71207,True
hispanic,518,71207,True
asian,676,71201,True
white,400,71204,True
hispanic,627,71200,False
hispanic,661,71204,False
asian,415,71201,True
asian,742,71202,False
hispanic,780,71204,False
asian,667,71206,False
asian,810,71204,False
white,591,71200,False
hispanic,359,71206,False
asian,789,71204,False
hispanic,642,71206,False
white,786,71206,False
asian,784,71201,False
hispanic,641,71205,False
asian,664,71200,True
black,325,71207,True
black,573,71207,False
white,755,71203,False
white,611,71200,False
white,682,71206,False
asian,501,71201,False
white,679,71200,False
white,759,71200,False
white,392,71202,True
white,639,71203,False
white,671,71207,True
white,558,71204,False
black,559,71207,False
white,652,71205,False
asian,729,71201,False
hispanic,596,71206,False
asian,792,71202,False
black,682,71200,False
hispanic,659,71204,False
black,365,71207,True
white,718,71203,False
asian,604,71201,False
asian,780,71200,False
white,688,71202,True
hispanic,657,71205,False
black,467,71205,True
hispanic,715,71206,False
white,611,71203,False
hispanic,760,71205,False
black,551,71206,True
white,798,71200,False
asian,658,71200,False
asian,637,71201,True
black,332,71204,True
asian,702,71206,False
asian,669,71203,False
black,567,71202,False
white,774,71200,False
hispanic,439,71204,True
hispanic,813,71205,False
white,672,71204,False
hispanic,519,71205,True
white,680,71202,False
white,739,71206,True
asian,732,71204,False
asian,727,71207,False
white,680,71205,True
hispanic,537,71205,True
white,743,71204,False
hispanic,425,71204,True
white,765,71200,False
asian,542,71204,False
hispanic,514,71206,True
hispanic,462,71205,False
black,320,71207,True
asian,780,71204,False
white,768,71202,False
hispanic,517,71205,True
hispanic,771,71204,True
white,834,71207,False
hispanic,305,71207,True
hispanic,834,71200,False
asian,620,71200,False
asian,819,71204,False
hispanic,473,71204,True
black,487,71207,True
asian,587,71204,False
hispanic,727,71205,False
asian,599,71201,False
asian,378,71203,True
black,334,71207,True
asian,624,71207,False
white,503,71203,True
black,417,71206,True
white,714,71204,False
hispanic,472,71202,True
black,558,71207,True
white,363,71202,False
asian,575,71201,False
black,406,71207,True
black,442,71206,True
asian,482,71207,True
black,633,71203,True
hispanic,554,71207,True
white,658,71206,False
hispanic,494,71206,False
asian,823,71200,False
white,611,71202,False
white,588,71207,True
white,391,71202,True
white,777,71202,False
white,512,71200,True
hispanic,402,71204,True
asian,703,71202,False
white,640,71201,True
asian,400,71207,True
white,817,71205,False
black,474,71207,True
white,757,71202,False
white,612,71203,False
black,305,71207,True
hispanic,577,71205,True
asian,803,71200,False
white,511,71200,False
black,676,71207,False
white,721,71201,False
black,666,71206,False
hispanic,345,71205,True
white,644,71205,False
asian,781,71202,False
white,520,71206,False
white,636,71202,True
asian,618,71200,True
hispanic,530,71200,False
white,741,71206,False
hispanic,501,71206,True
black,557,71204,True
hispanic,652,71204,False
hispanic,604,71205,True
asian,638,71207,False
white,707,71202,False
hispanic,544,71205,True
asian,652,71200,False
hispanic,621,71204,False
white,610,71203,True
white,374,71202,True
black,317,71206,True
black,646,71206,False
asian,782,71204,False
hispanic,751,71206,False
white,707,71202,False
white,654,71206,False
hispanic,833,71206,False
hispanic,462,71205,True
asian,596,71202,True
white,679,71203,False
hispanic,717,71206,False
white,303,71202,True
black,718,71206,False
black,425,71201,True
white,718,71203,False
white,499,71202,True
black,595,71201,True
hispanic,519,71206,True
asian,631,71200,False
asian,569,71204,True
hispanic,349,71207,True
asian,788,71200,False
white,553,71202,True
hispanic,677,71204,False
asian,806,71200,False
asian,590,71200,False
white,777,71206,False
white,625,71207,True
asian,689,71200,False
black,429,71207,False
white,659,71200,False
white,414,71205,True
white,504,71200,True
white,759,71204,False
asian,702,71201,False
hispanic,674,71200,False
hispanic,609,71205,True
white,589,71202,True
black,314,71207,True
white,749,71204,False
asian,628,71201,True
black,668,71205,True
white,760,71203,False
hispanic,631,71206,True
hispanic,494,71205,False
white,740,71205,True
white,500,71203,True
asian,828,71201,False
white,760,71201,False
white,824,71207,False
white,828,71203,False
asian,698,71202,False
hispanic,756,71204,False
white,608,71206,False
hispanic,570,71205,True
white,566,71202,True
white,781,71202,True
white,666,71203,False
asian,659,71204,False
black,559,71206,True
white,301,71202,True
asian,720,71201,False
hispanic,731,71205,False
white,678,71202,False
asian,833,71200,False
white,650,71206,True
hispanic,619,71202,False
black,332,71206,True
asian,754,71202,False
hispanic,480,71207,True
white,783,71206,False
hispanic,553,71204,True
black,500,71206,True
black,360,71206,True
hispanic,317,71205,True
hispanic,702,71205,False
white,759,71203,False
white,757,71202,False
white,563,71200,False
black,343,71204,False
white,749,71206,False
hispanic,326,71204,True
white,559,71203,False
black,389,71206,True
black,601,71206,True
hispanic,400,71207,True
asian,747,71200,False
white,647,71204,False
asian,314,71201,True
hispanic,758,71202,False
black,626,71207,False
black,645,71203,True
hispanic,722,71200,False
black,396,71206,True
black,406,71201,True
asian,681,71205,False
white,652,71202,False
hispanic,752,71206,False
hispanic,575,71205,False
asian,845,71204,False
black,476,71203,True
white,573,71202,False
white,771,71204,False
white,703,71203,False
white,633,71207,False
hispanic,731,71204,False
black,395,71200,False
black,661,71204,False
white,762,71206,False
white,395,71202,True
hispanic,850,71204,False
white,758,71203,True
hispanic,722,71200,False
hispanic,642,71204,False
white,576,71202,False
asian,717,71204,False
black,694,71205,False
white,783,71202,False
asian,407,71206,True
white,683,71203,False
hispanic,493,71205,True
hispanic,840,71207,False
asian,747,71200,False
black,431,71205,True
asian,665,71201,False
white,401,71202,True
hispanic,652,71204,False
asian,776,71206,False
asian,672,71201,False
white,721,71200,False
white,711,71203,False
asian,784,71203,False
white,705,71202,False
white,802,71206,False
asian,718,71200,False
white,765,71202,False
white,703,71203,False
black,319,71207,True
asian,609,71205,False
black,354,71204,True
hispanic,787,71204,False
asian,617,71202,False
white,645,71203,True
asian,335,71200,True
white,773,71202,False
white,645,71200,False
black,309,71207,True
asian,697,71201,False
black,470,71205,True
white,617,71200,False
asian,798,71202,False
asian,536,71203,True
asian,770,71202,False
white,725,71202,False
white,615,71201,False
hispanic,516,71207,False
white,815,71203,False
asian,693,71201,False
asian,642,71204,False
black,453,71206,True
asian,630,71202,False
hispanic,811,71204,False
hispanic,555,71204,True
hispanic,471,71204,True
hispanic,733,71200,False
hispanic,466,71206,True
white,733,71201,True
white,712,71202,False
asian,569,71203,True
white,847,71206,False
hispanic,764,71202,False
hispanic,493,71205,True
asian,652,71200,False
asian,725,71200,False
white,626,71203,False
black,652,71202,False
asian,648,71201,True
asian,666,71203,False
white,750,71205,False
asian,712,71200,False
black,305,71206,True
hispanic,802,71207,False
asian,658,71205,True
white,802,71204,False
black,415,71207,True
white,792,71201,False
white,816,71203,False
black,683,71205,False
white,715,71202,False
white,642,71204,False
white,669,71206,False
asian,584,71204,False
black,515,71207,True
hispanic,374,71204,True
white,574,71204,False
white,659,71202,False
hispanic,500,71203,False
white,686,71206,False
asian,659,71200,True
